32.93,97.25,79.82,"Sam Houston State"
27.65,80.40,81.31,Arkansas
30.21,85.80,84.79,"West Virginia"
33.54,117.34,76.98,Towson
28.21,81.95,79.64,FIU
27.44,82.52,77.16,"Appalachian State"
31.55,97.14,80.46,Rice
34.73,118.48,89.46,Princeton
33.94,117.96,79.24,Hawaii
41.16,73.50,76.67,Pennsylvania
29.94,93.88,77.57,Louisiana
33.84,117.50,76.67,"Air Force"
35.38,119.23,81.91,"Utah State"
33.24,111.97,76.67,"Colorado School of Mines"
33.44,101.84,82.21,"Bowling Green"
32.96,80.20,78.43,"Western Kentucky"
39.03,77.48,78.24,Charlotte
40.73,73.10,87.14,Wisconsin
38.92,84.75,83.75,Minnesota
32.89,97.15,84.10,"San Diego State"
40.26,74.02,85.38,Pittsburgh
43.28,84.57,76.67,Harvard
34.54,86.87,78.57,Troy
42.61,83.05,76.67,"Grand Valley State"
40.40,74.11,80.04,"Central Michigan"
33.29,112.04,77.78,"San Diego"
42.16,88.33,85.18,Duke
27.45,82.64,88.81,Rutgers
36.83,76.02,76.67,"James Madison"
39.53,104.96,86.09,Colorado
31.19,83.84,76.67,Navy
29.48,95.36,79.84,Florida
35.10,84.91,75.97,Chattanooga
38.04,100.76,80.00,Charlotte
34.15,84.14,78.24,"Western Kentucky"
33.45,84.19,78.89,"Air Force"
38.72,121.36,82.41,"San Jose State"
33.61,117.67,83.33,Georgetown
33.51,112.07,77.78,Harvard
38.98,94.87,82.09,"Kansas State"
42.75,84.77,76.67,"Saginaw Valley State"
39.25,84.24,80.90,"Ball State"
34.05,84.07,80.54,"South Carolina"
41.51,87.60,83.56,Illinois
47.75,122.20,95.59,Washington
34.05,84.07,86.76,"North Carolina"
29.53,95.88,83.05,SMU
29.55,95.25,84.62,"Texas A&M"
35.20,94.19,89.46,Arkansas
46.31,94.10,83.00,"Angelo State"
36.01,115.04,84.16,UNLV
28.00,82.40,87.49,Indiana
42.59,71.44,82.50,"Holy Cross"
31.72,90.41,83.33,UCF
41.04,73.63,82.36,Yale
35.95,100.27,79.03,Oklahoma
32.97,96.74,78.93,"Texas A&M"
40.14,75.21,80.32,Villanova
39.08,84.45,79.99,"Central Michigan"
34.05,84.07,79.53,Cornell
29.86,95.44,88.84,Arizona
33.48,117.61,95.16,USC
40.96,74.03,84.51,"Boston College"
38.97,77.07,87.43,Arizona
38.31,81.68,81.76,Marshall
41.43,75.65,84.67,Massachusetts
41.17,81.44,80.99,Buffalo
29.90,89.96,79.91,"Arkansas State"
27.45,82.64,83.55,Minnesota
39.24,84.46,83.82,Northwestern
32.39,99.02,85.25,Indiana
36.90,94.88,84.17,"Iowa State"
37.07,95.62,88.48,Memphis
35.95,78.56,85.60,"N.C. State"
44.07,123.08,85.84,Oregon
30.69,89.07,77.00,UAB
32.57,84.26,83.76,Troy
33.34,112.06,79.79,"Arizona State"
42.41,71.05,79.81,Connecticut
25.85,80.23,82.27,Marshall
32.83,88.50,86.81,"Florida Atlantic"
35.18,80.85,76.81,Maryland
35.93,84.09,78.98,Princeton
36.22,83.32,76.92,Columbia
30.07,90.58,78.98,LSU
32.87,79.79,86.26,"Wake Forest"
44.27,88.34,81.06,Wisconsin
27.98,82.46,89.93,"Virginia Tech"
32.96,96.98,81.73,Memphis
